Drug name,Drug Id,Cell line name,Cosmic sample Id,TCGA classification,Tissue,Tissue sub-type,IC50,AUC,Max conc,RMSE,Z score,Dataset version
Pazopanib,199,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,2.5714254187960255,.96398955326190539,8,.080215908659694704,-.43853584998004685,GDSC1
Pazopanib,199,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,3.6675294404479573,.97726348153968523,8,.068632246837141725,.4148804104395889,GDSC1
Pazopanib,199,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,2.7931961831578569,.9629924369557763,8,.04947622954607455,-.26586722304914517,GDSC1
Pazopanib,199,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,4.9346993524162981,.98805852380512937,8,.024181898401858387,1.4014869607544886,GDSC1
Pazopanib,199,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,.57726551334832388,.69227067277688237,8,.069275209852377492,-1.9911699572987174,GDSC1
Pazopanib,199,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,3.3774427140938408,.96948096275983087,8,.025820847826831805,.18902161938306036,GDSC1
Pazopanib,199,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,3.3826840761987156,.99051409716383843,8,.012974679930776519,.19310249451779998,GDSC1
Pazopanib,199,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,4.5073138121312395,.96878149326074525,8,.025307446684905685,1.0687286072199342,GDSC1
Dacinostat,200,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,-3.6796452769477868,.34038902933253445,1.024,.07674536658602521,-.74580457849633941,GDSC1
Dacinostat,200,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,-3.8411191898946475,.32567841645101514,1.024,.16365199768280192,-.8818895253652087,GDSC1
Dacinostat,200,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,-4.494314435503675,.25068915560620697,1.024,.10793869894510728,-1.4323811724150655,GDSC1
Dacinostat,200,HEL,907053,LAML,blood,acute_myeloid_leukaemia,-4.4473328794001326,.21995551950710934,1.024,.050511341719254504,-1.3927866493773324,GDSC1
Dacinostat,200,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,-3.3169022265979899,.40750748992709407,1.024,.14303252528444566,-.44009656762929117,GDSC1
Dacinostat,200,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,-3.5094655185424184,.37708261311431002,1.024,.13495651068260511,-.6023826290426656,GDSC1
Dacinostat,200,KY821,907300,LAML,blood,leukemia,-2.2284770380173633,.5842724054379147,1.024,.17918465978953405,.47719267900881895,GDSC1
Dacinostat,200,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,-3.138301700734492,.43551975819884947,1.024,.18085650908051876,-.28957787003084567,GDSC1
Dacinostat,200,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,-3.4177978120473083,.40037920181887843,1.024,.16004442646982439,-.52512807602961376,GDSC1
Dacinostat,200,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,-4.4921239810352667,.25452657665556022,1.024,.12826614274075229,-1.4305351288374251,GDSC1
Dacinostat,200,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,-3.053752531798517,.45519499617120351,1.024,.13719505914655541,-.2183225882798816,GDSC1
Dacinostat,200,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,-2.0066690043527489,.63016396503244432,1.024,.10498624340979168,.66412525483777596,GDSC1
Dacinostat,200,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,-4.3278765808819681,.22365836315865906,1.024,.056589205517896361,-1.2921127774166898,GDSC1
Dacinostat,200,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,-2.6111001512199219,.52312351780282151,1.024,.037891500729147896,.15473039961817231,GDSC1
Dacinostat,200,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,-4.3648994010004794,.25601478022977608,1.024,.034145421521370359,-1.3233144026006993,GDSC1
Dacinostat,200,CMK,910566,LAML,blood,acute_myeloid_leukaemia,-5.0435263590990678,.14007948055499897,1.024,.029605358929122111,-1.8952390674041122,GDSC1
Dacinostat,200,CESS,910688,LAML,blood,acute_myeloid_leukaemia,-3.9570128421025617,.30058289091541646,1.024,.13802345515011022,-.97956091522211641,GDSC1
Dacinostat,200,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,-3.7903860852544673,.31681866393478875,1.024,.083904743369482324,-.83913331958896209,GDSC1
Dacinostat,200,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,-3.3792097873199891,.39575530117773627,1.024,.13136188184861494,-.49260734745520951,GDSC1
Dacinostat,200,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,-5.0002851513032311,.14094047513662156,1.024,.06146421382443687,-1.8587967879172784,GDSC1
Dacinostat,200,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,-3.1589926677307698,.43604397638588466,1.024,.088208728828468641,-.30701554211649473,GDSC1
Dacinostat,200,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,-3.977115534571293,.31372170498515373,1.024,.066167979806827482,-.99650280872431207,GDSC1
Dacinostat,200,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,-4.4927546326951253,.22523762518292623,1.024,.088279616155396784,-1.4310666214857322,GDSC1
Dacinostat,200,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,-3.7600317054548298,.32183588599965218,1.024,.1423045193634595,-.81355163839423839,GDSC1
Dacinostat,200,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,-2.5419334931863609,.52972331107803727,1.024,.084228940575668251,.21302180292795628,GDSC1
Epothilone B,201,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,-5.2918178703172671,.658275812434018,.032000000000000001,.098473108480964314,-.17321869246099908,GDSC1
Epothilone B,201,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,-6.1242882776462926,.51473227533080346,.032000000000000001,.11329100785392389,-.62657760112413019,GDSC1
Epothilone B,201,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,-5.4067968807073052,.62099972274885351,.032000000000000001,.1214935489714767,-.2358356434188629,GDSC1
Epothilone B,201,HEL,907053,LAML,blood,acute_myeloid_leukaemia,-5.6501158790394035,.59709720238652597,.032000000000000001,.1204984158325015,-.36834586188389845,GDSC1
Epothilone B,201,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,-5.1461262041886444,.67137830640710883,.032000000000000001,.063938596435420825,-.093875794292031703,GDSC1
Epothilone B,201,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,-3.7636489785277858,.8536925731039402,.032000000000000001,.099315381343249021,.65901387092524522,GDSC1
Epothilone B,201,KY821,907300,LAML,blood,leukemia,-1.6267790907103814,.97754194226124524,.032000000000000001,.022620600039214712,1.8227417245126099,GDSC1
Epothilone B,201,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,-5.9606221915744726,.54211615720051165,.032000000000000001,.071812897130252865,-.53744593048041955,GDSC1
Epothilone B,201,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,-3.9671429618213034,.80534669189000252,.032000000000000001,.087286351640713578,.54819214156015639,GDSC1
Epothilone B,201,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,-6.1862818106185493,.50423324649198065,.032000000000000001,.14693658181520755,-.66033894591793485,GDSC1
Epothilone B,201,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,-4.9192359882736776,.68464114467004977,.032000000000000001,.1361185419480406,.029687397585966332,GDSC1
Epothilone B,201,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,-1.5826738050208529,.99468149530419336,.032000000000000001,.016524594917106158,1.8467612259993182,GDSC1
Epothilone B,201,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,-7.7549978284830168,.23003087113454279,.032000000000000001,.057433284036469835,-1.5146532561926505,GDSC1
Epothilone B,201,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,-3.8535429890880137,.85463402059037241,.032000000000000001,.075096546334721792,.61005807602354223,GDSC1
Epothilone B,201,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,-6.663823152247498,.42888645983727358,.032000000000000001,.12616294683054818,-.92040539341732219,GDSC1
Epothilone B,201,CMK,910566,LAML,blood,acute_myeloid_leukaemia,-6.5142270216526423,.4482866682085962,.032000000000000001,.064462327324317434,-.83893614488954171,GDSC1
Epothilone B,201,CESS,910688,LAML,blood,acute_myeloid_leukaemia,-5.7334552837303718,.58108550813298532,.032000000000000001,.068310479240043506,-.4137320536652469,GDSC1
Epothilone B,201,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,-5.7726553107256624,.57837307291103734,.032000000000000001,.054539292218359799,-.43508017763660889,GDSC1
Epothilone B,201,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,-5.5893026944180901,.6034237182429163,.032000000000000001,.15046863347387987,-.33522732845673808,GDSC1
Epothilone B,201,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,-6.8069675268532954,.39722421001952335,.032000000000000001,.10738059997043659,-.99836105031660871,GDSC1
Epothilone B,201,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,-3.179283548857494,.89195119386566724,.032000000000000001,.073616872452860402,.97725614251037252,GDSC1
Epothilone B,201,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,-5.2412715528958813,.64925712700275728,.032000000000000001,.090355448552747783,-.1456914397186172,GDSC1
Epothilone B,201,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,-5.4167299119803642,.63162935774071649,.032000000000000001,.086801618577081657,-.24124511885249345,GDSC1
Epothilone B,201,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,-4.8400595081797535,.73987468877937856,.032000000000000001,.07733779728494497,.072806483010683751,GDSC1
Epothilone B,201,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,-4.7210078794697266,.70578280503684876,.032000000000000001,.10841177327641087,.1376413600121599,GDSC1
GSK1904529A,202,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,1.2934021688876405,.98075372394147964,1.024,.017065657126611473,-1.2949956418376987,GDSC1
GSK1904529A,202,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,2.375967251562987,.98735900723481174,1.024,.028891680991814769,.26315976719337447,GDSC1
GSK1904529A,202,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,2.5637247835018848,.97959381328105444,1.024,.037624864254749812,.53340256243846484,GDSC1
GSK1904529A,202,HEL,907053,LAML,blood,acute_myeloid_leukaemia,1.9434861239919508,.99119303941208114,1.024,.026001772328629911,-.35931810412621745,GDSC1
GSK1904529A,202,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,2.2673470768558408,.98644598214856205,1.024,.026298054869084972,.10682079463795163,GDSC1
GSK1904529A,202,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,1.9094119150458926,.97976477920661553,1.024,.04779128529838951,-.40836172637805179,GDSC1
GSK1904529A,202,KY821,907300,LAML,blood,leukemia,2.5103032456487453,.98868128890547191,1.024,.024932770778336662,.4565119814500973,GDSC1
GSK1904529A,202,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,2.1009658953770876,.98620679272112732,1.024,.02404906655159288,-.13265463462808402,GDSC1
GSK1904529A,202,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,1.9483232534771251,.96408174953400327,1.024,.038929091837978297,-.3523559365927128,GDSC1
GSK1904529A,202,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,2.6874808414909159,.97953196138122656,1.024,.037912072175026908,.71152688423852484,GDSC1
GSK1904529A,202,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,2.8471428058895216,.98002724001695696,1.024,.036242280097549359,.94133122341913822,GDSC1
GSK1904529A,202,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,1.8830620977788737,.99468149530419336,1.024,.016524594917106158,-.4462874926517259,GDSC1
GSK1904529A,202,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,1.3418618802916111,.99333467790955332,1.024,.024223423431238199,-1.2252467069675854,GDSC1
GSK1904529A,202,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,2.2615628891839803,.99014512149754319,1.024,.025742424087057375,.098495509209857765,GDSC1
GSK1904529A,202,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,2.4043557934107334,.98390661078764929,1.024,.032314574331289252,.30401990645193605,GDSC1
GSK1904529A,202,CMK,910566,LAML,blood,acute_myeloid_leukaemia,1.9036067642821894,.99077020947551198,1.024,.026671177547488746,-.41671718436155814,GDSC1
GSK1904529A,202,CESS,910688,LAML,blood,acute_myeloid_leukaemia,2.0233998745629349,.98833901855160944,1.024,.028230764900851316,-.24429680452876773,GDSC1
GSK1904529A,202,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,1.5708975726061369,.9934697092105913,1.024,.032402461489063179,-.89559151251118085,GDSC1
GSK1904529A,202,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,2.1629808027365089,.98760011721034768,1.024,.04528574621798797,-.043395462233714772,GDSC1
GSK1904529A,202,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,1.4217018128371968,.98510460328617078,1.024,.022666609060294208,-1.1103316549827729,GDSC1
GSK1904529A,202,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,2.8753614540397314,.98801857813033256,1.024,.024805319263024341,.98194683162084861,GDSC1
GSK1904529A,202,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,2.5419009898521945,.98346191485022794,1.024,.030366852908721272,.50199118342298188,GDSC1
GSK1904529A,202,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,2.1662949355466417,.98791253429382397,1.024,.028368448586405734,-.038625371227644284,GDSC1
GSK1904529A,202,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,1.6252685593852794,.99431628999958699,1.024,.019084613122026889,-.81733437259409358,GDSC1
GSK1904529A,202,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,2.9571259564188046,.97855212603541508,1.024,.035953922710583036,1.0996319516081279,GDSC1
BMS-345541,203,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,.31132295984982156,.55394781049661168,16,.10250421462913799,-2.5368221521065561,GDSC1
BMS-345541,203,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,2.7071198085374455,.8786905837723773,16,.2080155359145178,-.20081922927660614,GDSC1
BMS-345541,203,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,.89380203624025134,.6335004820244019,16,.062262572822027115,-1.9688804980883172,GDSC1
BMS-345541,203,HEL,907053,LAML,blood,acute_myeloid_leukaemia,2.1657587366884989,.84400035044305755,16,.13561373946831376,-.728669095528092,GDSC1
BMS-345541,203,KASUMI-1,907275,LAML,blood,acute_myeloid_leukaemia,.86852973587311766,.63344406561986077,16,.11028353741550975,-1.993522056305826,GDSC1
BMS-345541,203,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,2.7245496126621327,.88174975381051457,16,.19878363148342632,-.18382443549769023,GDSC1
BMS-345541,203,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,1.4492387489139633,.72746920806950288,16,.077706375506518599,-1.4273062886708536,GDSC1
BMS-345541,203,KY821,907300,LAML,blood,leukemia,2.9095247867196696,.89556504318397012,16,.16348325293096141,-.0034658431211774588,GDSC1
BMS-345541,203,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,1.7037044811741815,.76781763165188255,16,.24489057396495681,-1.1791914726564854,GDSC1
BMS-345541,203,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,.29458154115046925,.54417540213107163,16,.25065475971108486,-2.5531457410767264,GDSC1
BMS-345541,203,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,.55289266450531771,.58214754704265814,16,.065387245487870421,-2.30128150664176,GDSC1
BMS-345541,203,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,2.0619213845804216,.77938219386849839,16,.13752432214902199,-.82991489112059558,GDSC1
BMS-345541,203,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,2.899286054390628,.93378357083890395,16,.093684078408949711,-.013449038758076466,GDSC1
BMS-345541,203,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,.51510277438481511,.59194924614059541,16,.2796745459804767,-2.3381282425506389,GDSC1
BMS-345541,203,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,1.8412465715139541,.79021422204352332,16,.063126380412496699,-1.0450821364571945,GDSC1
BMS-345541,203,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,1.483344840324047,.72584035064164287,16,.095693401961082433,-1.3940514117960034,GDSC1
BMS-345541,203,CMK,910566,LAML,blood,acute_myeloid_leukaemia,1.5026712085041529,.75074137245996897,16,.16607175716796424,-1.3752073881129663,GDSC1
BMS-345541,203,CESS,910688,LAML,blood,acute_myeloid_leukaemia,2.6214416910664387,.88517511437627072,16,.19678885408870406,-.28435900559131139,GDSC1
BMS-345541,203,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,2.4596853559533738,.89690007822048923,16,.16331650576539,-.4420782512015422,GDSC1
BMS-345541,203,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,1.858965776030773,.78983210737203657,16,.096137560015843615,-1.0278051650962112,GDSC1
BMS-345541,203,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,.34726302889484101,.56042334893026124,16,.093343862726827306,-2.5017790697259001,GDSC1
BMS-345541,203,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,2.241087739967778,.81663915057111836,16,.12259414370233501,-.65522014181957733,GDSC1
BMS-345541,203,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,1.0348472938434539,.65830718075151551,16,.14001654143027673,-1.8313554261303717,GDSC1
BMS-345541,203,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,.87265459171777615,.64365010947644008,16,.10747981592734852,-1.9895001479730501,GDSC1
BMS-345541,203,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,2.0910116617774479,.85076095350248315,16,.078832611783913875,-.80155064454626201,GDSC1
BMS-345541,203,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,.65575801313260051,.59350338641561751,16,.15336293782273025,-2.2009834554180587,GDSC1
Tipifarnib,204,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,1.0760551922791661,.68373243531042849,16,.11387488032932558,-.30109650453887871,GDSC1
Tipifarnib,204,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,1.0964351621152348,.67495943130069458,16,.13582381716161379,-.28856047440152477,GDSC1
Tipifarnib,204,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,-.90939127544676868,.36424529109607628,16,.099408989518543947,-1.5223748948270392,GDSC1
Tipifarnib,204,HEL,907053,LAML,blood,acute_myeloid_leukaemia,-.78325859834896039,.36583377873099099,16,.19437852642096554,-1.4447887622605016,GDSC1
Tipifarnib,204,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,1.1052171154956696,.67700250635872061,16,.097909688379853713,-.28315856099696579,GDSC1
Tipifarnib,204,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,1.1709432399045878,.68643632969864099,16,.11855789462839156,-.24272941988295654,GDSC1
Tipifarnib,204,KY821,907300,LAML,blood,leukemia,4.4394166704086864,.97395976794830363,16,.028598364963170062,1.7677584148646845,GDSC1
Tipifarnib,204,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,-1.9925930011030573,.19375216712786325,16,.20631394249843071,-2.1886687896113517,GDSC1
Tipifarnib,204,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,1.0945372623621334,.6606486838956539,16,.083555687956878677,-.28972790147300392,GDSC1
Tipifarnib,204,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,-.28351959716214109,.4576933863387338,16,.090397011837377556,-1.1373916841450225,GDSC1
Tipifarnib,204,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,3.1643258992347065,.88284601607636115,16,.13193572010713478,.98343064284761295,GDSC1
Tipifarnib,204,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,4.631934293401339,.99468149530419336,16,.016524594917106158,1.8861789396849109,GDSC1
Tipifarnib,204,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,-2.9164816587864237,.051625730369833756,16,.11729341235471304,-2.7569667875691506,GDSC1
Tipifarnib,204,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,3.8311596794406335,.96296887339189952,16,.074483088876567238,1.3936102668857462,GDSC1
Tipifarnib,204,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,-3.1122585282136064,.096932052691813264,16,.058696520590296321,-2.8773921245582357,GDSC1
Tipifarnib,204,CMK,910566,LAML,blood,acute_myeloid_leukaemia,-1.5770816315758105,.23792829300162666,16,.16880955082626248,-1.933081411773919,GDSC1
Tipifarnib,204,CESS,910688,LAML,blood,acute_myeloid_leukaemia,.54169623276218803,.59119862392962585,16,.29924490168735318,-.62978884680203673,GDSC1
Tipifarnib,204,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,.29322386210142309,.55204427836683845,16,.20134071911746282,-.78262798993906046,GDSC1
Tipifarnib,204,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,1.6932955935133294,.76725436787330825,16,.13486362558016962,.078577476046193667,GDSC1
Tipifarnib,204,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,-2.1291444190206867,.15638722776286373,16,.19691909951888165,-2.2726636484891229,GDSC1
Tipifarnib,204,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,2.9515062679280915,.88524808025663404,16,.11757782678239892,.85252204321079805,GDSC1
Tipifarnib,204,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,.89652390003937965,.63786262783032632,16,.10534850057807106,-.41152893933732998,GDSC1
Tipifarnib,204,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,1.4233635166499019,.72887222653253547,16,.11848037559099113,-.087461859527779739,GDSC1
Tipifarnib,204,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,2.1097115119069603,.85335027477232228,16,.1015352878157547,.33472125568112243,GDSC1
Tipifarnib,204,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,1.350785915520214,.68756085948043622,16,.12003916766225554,-.13210544842300886,GDSC1
Avagacestat,205,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,2.7909402144540554,.99122306489107714,10.24,.023729521689502483,-2.9547703212878753,GDSC1
Avagacestat,205,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,3.6826865106587126,.96537330780072317,10.24,.041714725880258111,-1.6081083314378708,GDSC1
Avagacestat,205,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,4.8675978723330005,.97961588311023462,10.24,.052469017471516381,.18127402865657991,GDSC1
Avagacestat,205,HEL,907053,LAML,blood,acute_myeloid_leukaemia,2.7363203867730412,.94157705658565849,10.24,.042521586156123461,-3.0372539224457746,GDSC1
Avagacestat,205,KASUMI-1,907275,LAML,blood,acute_myeloid_leukaemia,4.0018603372369927,.96459302861756635,10.24,.043027951191300928,-1.1261110837483748,GDSC1
Avagacestat,205,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,4.5288777917967407,.98584948612378187,10.24,.089545183660890204,-.33024080420394047,GDSC1
Avagacestat,205,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,4.43187496567122,.98385246444053576,10.24,.035838158456098342,-.47672867794924156,GDSC1
Avagacestat,205,KY821,907300,LAML,blood,leukemia,4.7067422024601511,.98736874219989534,10.24,.028738009319366667,-.061640595594253549,GDSC1
Avagacestat,205,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,3.2695970649629968,.95432698101950453,10.24,.11482439894859449,-2.231931337257183,GDSC1
Avagacestat,205,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,4.0698410798150464,.95857788734489646,10.24,.036555020501375435,-1.0234506270004473,GDSC1
Avagacestat,205,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,4.9435588432662936,.97874372487843853,10.24,.039747624007624299,.2959857495836386,GDSC1
Avagacestat,205,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,5.1290457367125413,.97969875730788836,10.24,.038608069899392132,.5760969763782301,GDSC1
Avagacestat,205,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,4.1679821012367873,.99453064486439557,10.24,.016783496512159195,-.87524391870661,GDSC1
Avagacestat,205,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,3.2330904198524615,.98567772704845291,10.24,.064756828096252064,-2.2870614920518135,GDSC1
Avagacestat,205,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,3.9512946372395565,.98010918719501205,10.24,.066782549977578112,-1.2024723834437288,GDSC1
Avagacestat,205,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,4.7215954869407186,.98412980623667523,10.24,.041168656062070506,-.039210052602888304,GDSC1
Avagacestat,205,CMK,910566,LAML,blood,acute_myeloid_leukaemia,2.3727427540174757,.9140936834910165,10.24,.049385618763485913,-3.5863071458518139,GDSC1
Avagacestat,205,CESS,910688,LAML,blood,acute_myeloid_leukaemia,3.5965543528522916,.97271648582980541,10.24,.072892854248894148,-1.7381799712252586,GDSC1
Avagacestat,205,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,3.8744682572503915,.99348066866944129,10.24,.021587179998750098,-1.3184909934334892,GDSC1
Avagacestat,205,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,3.8110413290928875,.97458934517599261,10.24,.054609400476057786,-1.4142745516564827,GDSC1
Avagacestat,205,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,3.6803799216065922,.98417536885458934,10.24,.038883667622486066,-1.6115916044449075,GDSC1
Avagacestat,205,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,4.0325754218362224,.96631485487048674,10.24,.09172946752930701,-1.0797269976906547,GDSC1
Avagacestat,205,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,2.479063240433935,.88249106078302764,10.24,.081411119971259369,-3.4257482981069058,GDSC1
Avagacestat,205,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,4.4082563265963195,.98706099944742531,10.24,.047695230398870268,-.5123961358680742,GDSC1
Avagacestat,205,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,3.5045045838771638,.98828056619971516,10.24,.075588243569581867,-1.8771880339229812,GDSC1
Avagacestat,205,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,5.2557412315486394,.97848816873018274,10.24,.037177012816744841,.76742494477817302,GDSC1
Ruxolitinib,206,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,1.8412733519906692,.92779599649216293,5.2399999999999993,.077571102115499321,-2.4921224168306133,GDSC1
Ruxolitinib,206,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,3.2805427482428509,.97341504963212389,5.2399999999999993,.033111420211795937,-.85474498674057342,GDSC1
Ruxolitinib,206,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,1.1568387547079382,.81090539788879767,5.2399999999999993,.061781198183191416,-3.2707659180971058,GDSC1
Ruxolitinib,206,HEL,907053,LAML,blood,acute_myeloid_leukaemia,-.40946671284492803,.62126735434999292,5.2399999999999993,.15373824135253064,-5.052665281674158,GDSC1
Ruxolitinib,206,KASUMI-1,907275,LAML,blood,acute_myeloid_leukaemia,2.5302426690833144,.93116101125518624,5.2399999999999993,.028104851336518914,-1.7083200148830737,GDSC1
Ruxolitinib,206,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,2.1806498002326284,.92654031101443191,5.2399999999999993,.084938324768166637,-2.1060325450508759,GDSC1
